,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
59,59,HarshManRai,@harshmanrai,2021-04-02T11:17:43.000Z,"Key phrase, ‘…possibly linked to AstraZeneca Plc’s Covid-19 vaccine’","Quote Tweet
ThePrintIndia
@ThePrintIndia
 · Apr 2
UK reports 25 new cases of rare blood clot after AstraZeneca vaccine shot

Reed Stevenson reports

https://bit.ly/2PUcqwQ",,,1,2,['https://pbs.twimg.com/profile_images/1358771013475946498/pDddlhWy_mini.png'],https://twitter.com/harshmanrai/status/1377943321864114177
60,60,Mudit,@MuditHastir,2021-04-02T03:00:47.000Z,"Covid 19 theory would go down as the biggest conspiracy theory. 
For me it is definitely a Man Made Virus !",,,,,1,[],https://twitter.com/MuditHastir/status/1377818265867546624
61,61,Sumedha Sharma,@sumedhasharma86,2021-04-02T16:18:22.000Z,"#BreakingNews 398 cases Gurugram  #COVIDー19 situation worsens. Many still reluctant to #MaskUp and get #vaccine 
@thetribunechd
 @COVID19_INDIA
 @DainikTribune
 #Corona #coronavirus",,,,3,4,['https://pbs.twimg.com/media/Ex-04teVgAIGis1?format=jpg&name=900x900'],https://twitter.com/sumedhasharma86/status/1378018984113491969
62,62,Omkar Bhattacharya,@ombhattacharya,2021-04-02T05:19:55.000Z,"At 3.57%, Delhi's Covid positivity rate is rising while its testing numbers are lower
@AneeshaBedi
 reports

#ThePrintHealth","At 3.57%, Delhi's Covid positivity rate is rising while its testing numbers are lower
Delhi reported 2,790 cases Thursday, the highest single-day figure this year, recording an over 50 per cent jump since Wednesday's 1,819.
theprint.in",,,,2,[],https://twitter.com/ombhattacharya/status/1377853279221129217
63,63,Safwan Jamali,@JamaliSafwan,2021-04-02T18:22:13.000Z,"If 
@myogioffice
 can do this , then why 
@ArvindKejriwal
 @msisodia
 sir u can't do this in Delhi ?? if ur not doing this that simple meaning that u don't care for the students and citizens of DEL!!
I also request u that plz #postponecbseexam
#postponeexam till covid get it control",,,,1,3,['https://pbs.twimg.com/media/Ex_RTMMUUAEXnNH?format=jpg&name=medium'],https://twitter.com/JamaliSafwan/status/1378050149495107584
64,64,soumitra bose,@soumitra65,2021-04-02T12:07:01.000Z,"Second Wave Of #COVID19 In India Likely To See Peak By Mid-April, Say Scientists","Second Wave Of Covid In India Likely To See Peak By Mid-April, Say Scientists
Scientists applied a mathematical approach to predict the trajectory of the current surge in Covid infections.
outlookindia.com",,,,,['https://pbs.twimg.com/card_img/1386451708209815552/FyqdwgXI?format=png&name=small'],https://twitter.com/soumitra65/status/1377955728611176450
65,65,Radhika Abrol,@radhikadubjp,2021-04-02T16:00:35.000Z,"There is no plan for lockdown says, Dilli #MC Arvind Kejriwal after meeting on COVID19
न्यूज़ मत पढ़िए इसकी शक्ल देखिए! क्या दिखता है ",,☹ 🥴 🤣,39,30,180,['https://pbs.twimg.com/media/Ex-w5EJWUAYpaYa?format=jpg&name=small'],https://twitter.com/radhikadubjp/status/1378014507788685313
66,66,Rinku Bhati,@Rinkubhatilive,2021-04-02T04:51:56.000Z,"#COVID19: पिछले 24 घंटे में 81,466 नए केस, 469 की मौत
#coronavirus",,,,,4,[],https://twitter.com/Rinkubhatilive/status/1377846236187795457
67,67,The Freedom News ll द फ़्रीडम न्यूज़,@TheFreedomNews2,2021-04-02T17:57:55.000Z,"दिल्ली में बढ़ रहे हैं कोरोना के मामले, CM ने बैठक में कहा- दिल्ली में लॉकडाउन जैसी कोई भी स्थिति नहीं 
#Delhi #COVID19 #ArvindKejriwal 
@ArvindKejriwal",,,,,2,[],https://twitter.com/TheFreedomNews2/status/1378044036343234561
68,68,RajeevKrSharma,@RajeevKrSharma9,2021-04-02T10:14:22.000Z,"दिल्ली में #Corona के चलते जिम पर बैन लगाये 
@ArvindKejriwal
 जी, जिम के लोग चेकिंग नहीं कर रहे हैं बिना चेकिंग के entry दे रहे हैं ।

#COVID19 #Corona",,,1,2,9,['https://pbs.twimg.com/media/Ex9hpPGU8Akr0XC?format=jpg&name=small'],https://twitter.com/RajeevKrSharma9/status/1377927381210435584
69,69,Stroller AbhiJai,@abhileshjaiswal,2021-04-02T04:51:17.000Z,"दिल्ली के सरकारी डिस्पेंसरियों में Covid Vaccination की व्यवस्था ठीक नहीं है Online वालो की जगह Offline को प्राथमिकता देते हैं जिससे जिनका नाम लिस्ट में है उन्हें वैक्सीन नही मिल पा रही है और उन्हें वापस भेज दिया जाता है
@MoHFW_INDIA
 @drharshvardhan
 @ArvindKejriwal
 @SatyendarJain",,,,,,[],https://twitter.com/abhileshjaiswal/status/1377846073687830536
70,70,Rajesh Bhatia,@rajeshbhatiabjp,2021-04-02T07:37:02.000Z,"आज अपनी माता जी के साथ मैंने COVID से बचाव का टीका लगवाया है , जो कि पुरी तरह से सुरक्षित है । *लेकिन याद रख़िये दो गज की दुरी और मास्क है ज़रूरी*
 
@narendramodi
 @JPNadda
 @blsanthosh
 @drharshvardhan
 @PandaJay
 @adeshguptabjp
 @siddharthanbjp
 @RamvirBidhuri
 @TajinderBagga
 #COVID",,,8,20,150,['https://pbs.twimg.com/media/Ex89oUTVIAA0FJu?format=jpg&name=small'],https://twitter.com/rajeshbhatiabjp/status/1377887786867388418
71,71,Vinod Gupta BJP,@vinodkguptabjp,2021-04-02T07:17:30.000Z,"#Covid_19 #vaccination कैम्प में केंद्रीय मंत्री श्री 
@KPGBJP
 जी के साथ मैंने सेक्टर-37 पहुँच कर व्यवस्थाओं का जायज़ा लिया एवं लोगों को टीकाकरण में सहयोग लिया  
@gopalsharmabjp
 @OPDhankar
 @mlkhattar",,,,,,"['https://pbs.twimg.com/media/Ex85Kd7U4AAIsCp?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex85KeaUUAcJdI6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex85KePVgAUfdYt?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex85KerVoAAbxJo?format=jpg&name=360x360']",https://twitter.com/vinodkguptabjp/status/1377882869389877250
72,72,Vinod Gupta BJP,@vinodkguptabjp,2021-04-02T07:14:31.000Z,"भाजपा नेता टिपर चंद शर्मा जी ने किया #COVID19 #vaccination कैम्प का शुभारम्भ 
@gopalsharmabjp
 @OPDhankar
 @mlkhattar",,,,,,['https://pbs.twimg.com/media/Ex84erdUYAEO-gD?format=jpg&name=small'],https://twitter.com/vinodkguptabjp/status/1377882116860481537
73,73,Deepika,@Deepika19417123,2021-04-02T09:34:57.000Z,I visit on ilbs donation bank but they are refuse to giving me plasma bcz there is no one who is suffering from covid last 3 month i found one doner but they refused to take his plasma bcz his wings is week and they refuse to give us plasma against money.,,,,,,[],https://twitter.com/Deepika19417123/status/1377917459148152839
74,74,Vinod Gupta BJP,@vinodkguptabjp,2021-04-02T07:12:44.000Z,"भाजपा पार्षद गीता रेक्षवाल के कार्यालय पर लगाया गया #COVID19 #vaccination कैम्प 
@gopalsharmabjp
 @OPDhankar
 @mlkhattar
 @KPGBJP",,,,,,['https://pbs.twimg.com/media/Ex84EhDVoAU7XLh?format=jpg&name=large'],https://twitter.com/vinodkguptabjp/status/1377881668296404994
75,75,"Anand Prakash Pandey, INDIA TV",@anandprakash7,2021-04-02T03:00:26.000Z,कल देश भर में 36 लाख से ज्यादा #COVID19 के टीके लगाए गए। #covidvacccine,,,,,2,[],https://twitter.com/anandprakash7/status/1377818175492878345
76,76,जय बक्क्षी #HDL,@edcjai,2021-04-02T08:31:37.000Z,"आज कारोन की एंटी कोविड वैक्सीन #COVID_SHILD का दूसरा  इंजेक्शन लिया, उत्कृष्ट सुविधाएं, बहुत सहकारी चिकित्सा स्टाफ और सुचारू प्रक्रिया । और निश्चित रूप से, यह देसी कवर था.. जो योग्य हैं, 

भारत के स्वास्थ मंत्रलय एवम मोदी जी का सपना कारोन मुक्त  हो देश अपना, जल्द ही पूरा होगा!!",,,1,,3,['https://pbs.twimg.com/media/Ex9KIL6VcAEw8aT?format=jpg&name=small'],https://twitter.com/edcjai/status/1377901519610109953
77,77,Anand sahu,@AnandsahuIndia,2021-04-02T14:21:48.000Z,"Delighted to take Covaxin vaccination to fight against covid19 

You all must do vaccination to fight against covid19 pandemic emergency.

India for the World,

सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामया।
सर्वे भद्राणि पश्यन्तु मा कश्चित् दुःखभाग् भवेत्।।
Thanks to #ModiTeamIndia",,,1,1,9,['https://pbs.twimg.com/media/Ex-aRzMU4AQqjm6?format=jpg&name=small'],https://twitter.com/AnandsahuIndia/status/1377989649579134982
78,78,Harmeet,@Iamharmeet,2021-04-03T03:39:20.000Z,I get it some people’s flex is just Bohca or Dear Donna but bro COVID bhi badhiya flex hai. ,,🙃,,1,2,[],https://twitter.com/Iamharmeet/status/1378190355183534083
79,79,Mohit Ahuja IndiaTv(Stay@Home),Mohit Ahuja IndiaTv(Stay@Home),2021-04-03T16:48:38.000Z,"Maharashtra reports 49,447 new COVID cases, 37,821 recoveries, and 277 deaths in the last 24 hours

Active cases: 4,01,172
Total recoveries: 24,95,315
Death toll: 55,656 
#maharashtralockdown 
#MaharashtraGovernment",,,,,1,[],https://twitter.com/Mohitahuja30/status/1378388989481119746
80,80,Sidhant Sibal,@sidhant,2021-04-03T06:27:05.000Z,Breaking: Bangladesh announces country wide lockdown for one week starting monday; First south asian country to announce lockdown this year amid increasing #Covid cases,,,14,177,879,[],https://twitter.com/sidhant/status/1378232568571514884
81,81,Dr. Aqsa Shaikh // اقصٰی شیخ,@Dr_Aqsa_Shaikh,2021-04-03T07:45:43.000Z,When you are being deluged by Second Wave of #COVID19 but still acting cool.,,,,1,35,['https://pbs.twimg.com/media/EyCJNpDWYAAGj5K?format=jpg&name=small'],https://twitter.com/Dr_Aqsa_Shaikh/status/1378252358023577603
82,82,Shivansh Gupta,@shivansh_sports,2021-04-03T09:00:41.000Z,"According to ANI, #DC's  Axar Patel has tested positive for COVID-19.

Second players after #KKR's Nitish Rana to test positive for the virus.

#IPL2021",,,,,,[],https://twitter.com/shivansh_sports/status/1378271225303064576
83,83,Vicky_the_Explorer,@explorer_vicky,2021-04-03T11:46:24.000Z,"Remembering the #Christmas #celebrations at #Fesketorvet mall in #Copenhagen before covid
Wanting to visit again

#denmark #EasterWeekend #Easter2021 #Europe",,,,1,1,['https://pbs.twimg.com/ext_tw_video_thumb/1378312856559443972/pu/img/Rm6J1VQpZSU3SLu1.jpg'],https://twitter.com/explorer_vicky/status/1378312925891338240
84,84,Mantu kumar,@mantukumar11334,2021-04-03T16:27:20.000Z,"in view of rising country wide COVID-19 infections & containment,the crisis management group,bihar has taken a decision to close all educational,private & public,including coaching institutions,till 11 April,2021. examinations may be held while following safety protocol.",,,,2,7,['https://pbs.twimg.com/media/EyEAmgJVEAUQ9zV?format=jpg&name=small'],https://twitter.com/mantukumar11334/status/1378383625612259333
85,85,Virender Adhikari,@virentwit,2021-04-03T03:31:05.000Z,"No respect for this crucial time #Nomask #motherdairy #YogiAdityanath #noidaauthority #COVID #consumerforum 
@noida_authority
 @dr_maheshsharma
 @COVIDNewsByMIB
 @CeoNoida
 @myogiadityanath",,,,2,,"['https://pbs.twimg.com/media/EyBO7LUUUAIdt8I?format=jpg&name=small', 'https://pbs.twimg.com/media/EyBO7hSUUAEUFOk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EyBO7xYVEAQQ7GS?format=jpg&name=small']",https://twitter.com/virentwit/status/1378188277933436933
86,86,Shefali Bagga,@shefali_bagga,2021-04-03T10:24:09.000Z,"India reports over 89K new #COVID-19 cases in 1 day. Stay safe and Get your vaccination done 
 #covidvacccine",,✔,21,35,598,[],https://twitter.com/shefali_bagga/status/1378292228930498560
87,87,Paras Kochhaar,@paraskochhar,2021-04-03T04:57:02.000Z,"Urgently Require Plasma
Preference - Male Donor 
Blood Group O+, O-, AB+ or AB- 
Must - Within 3 months since of COVID recovery 
Hospital - Balaji Action, Paschim Vihar
Contact Rahul - 09560199397",,,1,5,,[],https://twitter.com/paraskochhar/status/1378209906386333699
88,88,Sudipta Maitra,@sudipmaitra,2021-04-03T02:32:20.000Z,Just when when everyone was praising Maha Agadi Government for containing  Covid up it goes. Now will Modi be blamed?,,,,,,[],https://twitter.com/sudipmaitra/status/1378173494194671616
89,89,The Mad Marketer,@wbhavay,2021-04-03T17:06:27.000Z,"Haha covid weight is surely a thing. 
#workfromhome #COVID","Quote Tweet
Jaison Thomas
@thejaisonthomas
 · Apr 3
Few years ago, my goal was to gain some weight. Now I’m an overachiever",😂,,,,['https://pbs.twimg.com/profile_images/1218575546520498176/65gAFDZ6_mini.jpg'],https://twitter.com/wbhavay/status/1378393471485100036
90,90,Joydeep Sen,@Joydeep_js,2021-04-03T08:27:33.000Z,"It is essential to get #COVID #vaccine , be safe and also help others to remain safe. Get your #vaccine . You can just walk in, get yourself register through #CoWIN . Staff are well trained, professional, providing the right information. It took less than 10 mins. 
@MoHFW_INDIA","Quote Tweet
Jhimly
@Jhimly2
 · Apr 3
Getting the #Jab & the much awaited vaccine - after being in the centre stage working on COVID vaccine comms  fills one with a sense of exhilaration. Proud to be part of the dynamic #C4D #UNICEF supporting #MoHFW on  #COVID19 vaccine communication &  this experience 
@UNICEF",,,2,8,"['https://pbs.twimg.com/profile_images/1384934766240141317/oLLw15WI_mini.jpg', 'https://pbs.twimg.com/media/EyCA9DIUYAYpdsc?format=jpg&name=small', 'https://pbs.twimg.com/media/EyCA9i7VgAIVeLe?format=jpg&name=small']",https://twitter.com/Joydeep_js/status/1378262887194521606
91,91,Akash Rai,@akashrai_3575,2021-04-03T07:09:07.000Z,"Bangladesh Announces Country wide Lockdown For 1 Week from Monday

First south asian country to announce lockdown this year amid increasing Covid cases for the past 3 weeks.

#lockdown2021",,,,,3,[],https://twitter.com/akashrai_3575/status/1378243148367810560
92,92,Rahul Garg,@RahulGarg1983,2021-04-03T13:03:37.000Z,".
@dmgbnagar
 @OfficialGNIDA
 @nbhooshan
 @myogiadityanath
 @PMOIndia
 @CMOfficeUP
 @drharshvardhan
 @nefowaoffice
 

 #COVID Testing Camps schedule organised by CHC Bisrakh Medical Team from 05-04-2021 to 11-04-2021.
Timings- 10:30 am to 1pm .","The following media includes potentially sensitive content. Change settings
View",™,2,15,20,[],https://twitter.com/RahulGarg1983/status/1378332360991666176
