,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,hashtag,cleaned words,Segmented#
37,37,Stroller AbhiJai,@abhileshjaiswal,2021-04-01T11:46:51.000Z,"दिल्ली में Govt. Center पे Covid Vaccination सिस्टम बिल्कुल चरमराया हुआ है। पहले से Online Registration करवाने के बावजूद Vaccine नहीं लगी और जिनके Registration नहीं है उनको दे दिया।
@ArvindKejriwal
 @msisodia
 @SatyendarJain
 @MoHFW_INDIA
 @CMODelhi
 @PMOIndia
 @drharshvardhan",,,,,,[],https://twitter.com/abhileshjaiswal/status/1377588267151847424,[],"['द', 'ल', 'ल', 'म', 'govt', 'center', 'प', 'covid', 'vaccination', 'स', 'स', 'टम', 'ब', 'ल', 'क', 'ल', 'चरमर', 'य', 'ह', 'आ', 'ह', 'पहल', 'स', 'online', 'registration', 'करव', 'न', 'क', 'ब', 'वज', 'द', 'vaccine', 'नह', 'लग', 'और', 'ज', 'नक', 'registration', 'नह', 'ह', 'उनक', 'द', 'द', 'य', 'arvindkejriwal', 'msisodia', 'satyendarjain', 'mohfw_india', 'cmodelhi', 'pmoindia', 'drharshvardhan']",
38,38,varunsaxena,@i_M_Varun07,2021-04-01T16:31:24.000Z,"शकरपुर मैंन मार्केट का कार्य पिछले एक साल चार महीने से ज़्यादा हो गया है अभी तक बने का नाम नहीं ले रही covid की वजह से वैसे ही काम मार्केट में कम है और सड़क बनकर नहीं दे रहीं विधायक 
@abhayvermabjp
 जी देखने तक नहीं आते 
@NitinTyagiAAP
 @sharaddikshit1
 @ipathak25
 @BJP4India",,💙,,5,10,"['https://pbs.twimg.com/media/Ex5uWU-UcAUaIqe?format=jpg&name=small', 'https://pbs.twimg.com/media/Ex5uWi7U8AMxLdx?format=jpg&name=small', 'https://pbs.twimg.com/media/Ex5uWvwUYAYgysT?format=jpg&name=small']",https://twitter.com/i_M_Varun07/status/1377659875568746496,[],"['शकरप', 'र', 'म', 'न', 'म', 'र', 'क', 'ट', 'क', 'क', 'र', 'य', 'प', 'छल', 'एक', 'स', 'ल', 'च', 'र', 'मह', 'न', 'स', 'ज', 'य', 'द', 'ह', 'गय', 'ह', 'अभ', 'तक', 'बन', 'क', 'न', 'म', 'नह', 'ल', 'रह', 'covid', 'क', 'वजह', 'स', 'व', 'स', 'ह', 'क', 'म', 'म', 'र', 'क', 'ट', 'म', 'कम', 'ह', 'और', 'सड', 'क', 'बनकर', 'नह', 'द', 'रह', 'व', 'ध', 'यक', 'abhayvermabjp', 'ज', 'द', 'खन', 'तक', 'नह', 'आत', 'nitintyagiaap', 'sharaddikshit', 'ipathak', 'bjpindia']",
39,39,vinod bansal,@vinodbansal25,2021-04-01T10:36:34.000Z,"आज मेने Covid-19 की Covid shield  वैक्सीन लगवाई है यह पूरी तरह से सुरक्षित है
@CMODelhi
 @DaaruBaazMehta
 @ipathak25
 @AamAadmiParty
 @MANISHK29692587
 @Aap_PankajRai
 @AAPDelhi
 @SanjayAzadSln",,,,,2,['https://pbs.twimg.com/media/Ex4dJARU4AIVyB1?format=jpg&name=medium'],https://twitter.com/vinodbansal25/status/1377570579008512000,[],"['आज', 'म', 'न', 'covid', 'क', 'covid', 'shield', 'व', 'क', 'स', 'न', 'लगव', 'ई', 'ह', 'यह', 'प', 'र', 'तरह', 'स', 'स', 'रक', 'ष', 'त', 'ह', 'cmodelhi', 'daarubaazmehta', 'ipathak', 'aamaadmiparty', 'manishk', 'aap_pankajrai', 'aapdelhi', 'sanjayazadsln']",
40,40,Vinod Gupta BJP,@vinodkguptabjp,2021-04-01T08:38:33.000Z,"आज 45+ वर्ष के लोगों के लिए COVID-19 #vaccination कैम्प का आयोजन भाजपा कार्यकर्ताओं और RWA के सहयोग से आयोजित किया  पार्षद जितेंद्र यादव जी ने केंद्रीय मंत्री श्री 
@KPGBJP
 जी की उपस्तिथि में #vaccineकी पहली डोज़ लगवाई  
@gopalsharmabjp
 @OPDhankar",,,,,3,"['https://pbs.twimg.com/media/Ex4CHgGWQAY6iUT?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex4CHgPWQAAKU1B?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex4CHgHXIAAZ9ZG?format=jpg&name=360x360']",https://twitter.com/vinodkguptabjp/status/1377540878064058368,"['vaccination', 'vaccineक']","['आज', 'वर', 'ष', 'क', 'ल', 'ग', 'क', 'ल', 'ए', 'covid', 'vaccination', 'क', 'म', 'प', 'क', 'आय', 'जन', 'भ', 'जप', 'क', 'र', 'यकर', 'त', 'ओ', 'और', 'rwa', 'क', 'सहय', 'ग', 'स', 'आय', 'ज', 'त', 'क', 'य', 'प', 'र', 'षद', 'ज', 'त', 'द', 'र', 'य', 'दव', 'ज', 'न', 'क', 'द', 'र', 'य', 'म', 'त', 'र', 'श', 'र', 'kpgbjp', 'ज', 'क', 'उपस', 'त', 'थ', 'म', 'vaccineक', 'पहल', 'ड', 'ज', 'लगव', 'ई', 'gopalsharmabjp', 'opdhankar']",vaccination  vaccineक
41,41,Praveen Shankar Kapoor,@praveenskapoor,2021-04-01T02:32:23.000Z,".
@drharshvardhan
 जी 

जमीनी स्तर पर रिपोर्टिंग करने वाले पत्रकार 25 - 45 उम्र में आते हैं #COVID19 के खतरे का बीच रह कर काम करते हैं।

कृपया पत्रकारों को #Covidwarrior घोषित कर सभी उम्र के पत्रकारों को वरीयता पर vaccination दिया जाए।
@BJP4Delhi
 @TajinderBagga
 @Punitspeaks",,,,4,11,['https://pbs.twimg.com/media/Ex2uUTqUYAUaGIq?format=jpg&name=small'],https://twitter.com/praveenskapoor/status/1377448727447658500,"['COVID19', 'Covidwarrior']","['drharshvardhan', 'ज', 'जम', 'न', 'स', 'तर', 'पर', 'र', 'प', 'र', 'ट', 'ग', 'करन', 'व', 'ल', 'पत', 'रक', 'र', 'उम', 'र', 'म', 'आत', 'ह', 'covid', 'क', 'खतर', 'क', 'ब', 'च', 'रह', 'कर', 'क', 'म', 'करत', 'ह', 'क', 'पय', 'पत', 'रक', 'र', 'क', 'covidwarrior', 'घ', 'ष', 'त', 'कर', 'सभ', 'उम', 'र', 'क', 'पत', 'रक', 'र', 'क', 'वर', 'यत', 'पर', 'vaccination', 'द', 'य', 'ज', 'ए', 'bjpdelhi', 'tajinderbagga', 'punitspeaks']",covid 19  covidwarrior
42,42,Braham Pal Chhokar,@ChhokarPal,2021-04-02T06:13:21.000Z,"Got my First Shot of Covid-19 #CoviShield Vaccination today.

Absolutely seamless procedure, received SMS within minutes of its administration.

My deepest appreciation for Doctors, Health Care Workers,  
@MoHFW_INDIA
 & 
@PMOIndia",,,,,,[],https://twitter.com/ChhokarPal/status/1377866726327545857,['CoviShield'],"['got', 'first', 'shot', 'covid', 'covishield', 'vaccination', 'today', 'absolutely', 'seamless', 'procedure', 'received', 'sm', 'within', 'minute', 'administration', 'deepest', 'appreciation', 'doctor', 'health', 'care', 'worker', 'mohfw_india', 'pmoindia']",covi shield
43,43,BM Digital Utilization,@DigitalUtiliza1,2021-04-02T09:56:15.000Z,"May the faith you have in God bring you peace and happiness.
Have a blessed Good Friday

#goodfriday #easter #jesus #jumatagung #love #covid #happyeaster #easterweekend #jesuschrist #staysafe #friday #holyweek #church #faith #eastersunday #passover #christian #goodmorning #family",,,,,7,['https://pbs.twimg.com/media/Ex9dgBgUUAAHYL9?format=jpg&name=small'],https://twitter.com/DigitalUtiliza1/status/1377922818684284931,"['goodfriday', 'easter', 'jesus', 'jumatagung', 'love', 'covid', 'happyeaster', 'easterweekend', 'jesuschrist', 'staysafe', 'friday', 'holyweek', 'church', 'faith', 'eastersunday', 'passover', 'christian', 'goodmorning', 'family']","['may', 'faith', 'god', 'bring', 'peace', 'happiness', 'blessed', 'good', 'friday', 'goodfriday', 'easter', 'jesus', 'jumatagung', 'love', 'covid', 'happyeaster', 'easterweekend', 'jesuschrist', 'staysafe', 'friday', 'holyweek', 'church', 'faith', 'eastersunday', 'passover', 'christian', 'goodmorning', 'family']",good friday  easter jesus  jumat agung  love covid  happy easter  easterweekend  jesus christ  staysafe friday  holy week  church faith  easter sunday  passover christian  good morning   family
44,44,BN Singh,@BNSingh74929058,2021-04-02T11:26:46.000Z,"#COVID19 vaccination, 3.67 mil in last 24 hours, great aggression, Congo UHM",,,,,,['https://pbs.twimg.com/media/Ex9yNPoVIAMFJ-k?format=jpg&name=small'],https://twitter.com/BNSingh74929058/status/1377945599044055042,['COVID19'],"['covid', 'vaccination', 'mil', 'last', 'hour', 'great', 'aggression', 'congo', 'uhm']",covid 19
45,45,Yogya Empowering,@YogyaEmpowering,2021-04-02T11:59:27.000Z,"BIG: Delhi reports 3583 fresh cases of #Corona virus in #Delhi in the past 24 hours! 
CM- No #lockdown as of now..! 
Steps taken for #Hospital #Management 
No strict action against the rapid increase of #covid cases..!",,,,1,2,[],https://twitter.com/YogyaEmpowering/status/1377953824371920896,"['Corona', 'Delhi', 'lockdown', 'Hospital', 'Management', 'covid']","['big', 'delhi', 'report', 'fresh', 'case', 'corona', 'virus', 'delhi', 'past', 'hour', 'cm', 'lockdown', 'step', 'taken', 'hospital', 'management', 'strict', 'action', 'rapid', 'increase', 'covid', 'case']",corona  delhi lockdown  hospital  management covid
46,46,Anil Dhingra,@anildhingra_63,2021-04-02T07:44:08.000Z,Had my first shot of Covid-19 vaccine today. The injection was totally painless.,,,1,1,34,['https://pbs.twimg.com/media/Ex8_OKiVEAE2Mec?format=jpg&name=small'],https://twitter.com/anildhingra_63/status/1377889572890177545,[],"['first', 'shot', 'covid', 'vaccine', 'today', 'injection', 'wa', 'totally', 'painless']",
47,47,Amrit Sagar,@mavrikc,2021-04-02T19:17:41.000Z,"India’s adoption rate to vaccine is horrible at this point.. People are not queuing up.. It’s strange !! But just like other things, we blame policies rather than doing what we as citizens need to do.. #GetVaccinated Do not find conspiracy theory around it but get a jab..#COVID19","Quote Tweet
Ashish K. Jha, MD, MPH
@ashishkjha
 · Apr 2
People ask whether vaccinations can really blunt the variants

May I present data from Israel?

About 55% of the population fully vaccinated

Infections are down more than 90% since peak

So yeah, high levels of vaccinations really can bring this pandemic under control
Show this thread",,,,2,"['https://pbs.twimg.com/profile_images/1206973402176606208/BB8EX4ci_mini.jpg', 'https://pbs.twimg.com/media/Ex-CugxXMAcNify?format=png&name=small']",https://twitter.com/mavrikc/status/1378064107740393472,"['GetVaccinated', 'COVID19']","['india', 'adoption', 'rate', 'vaccine', 'horrible', 'point', 'people', 'queuing', 'strange', 'like', 'thing', 'blame', 'policy', 'rather', 'citizen', 'need', 'getvaccinated', 'find', 'conspiracy', 'theory', 'around', 'get', 'jab', 'covid']",get vaccinated covid 19
48,48,#OʜʀɪRᴇᴘᴏʀᴛᴇʀ,@sanjeev_ohri,2021-04-02T20:58:52.000Z,"Just Watch! today Sh. #AmitShah has put end to #Coronavirus #Corona #COVID19 in Arambag, West Bengal and thousands of people can be together in one place.  #Delhi walo fadlo mera bonka. Fufiyo hai hum saare.","Quote Tweet
Amit Shah
@AmitShah
 · Apr 2
Some more pictures from Arambag, West Bengal.",,,1,1,"['https://pbs.twimg.com/profile_images/1180491411172413440/AunoqDQW_mini.jpg', 'https://pbs.twimg.com/media/Ex-L57SVoAYRP0o?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex-L57QVoAAl0g8?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex-L57WU4AQD9Ky?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex-L57TVIAgpLol?format=jpg&name=360x360']",https://twitter.com/sanjeev_ohri/status/1378089574967042049,"['AmitShah', 'Coronavirus', 'Corona', 'COVID19', 'Delhi']","['watch', 'today', 'sh', 'amitshah', 'ha', 'put', 'end', 'coronavirus', 'corona', 'covid', 'arambag', 'west', 'bengal', 'thousand', 'people', 'together', 'one', 'place', 'delhi', 'walo', 'fadlo', 'mera', 'bonka', 'fufiyo', 'hai', 'hum', 'saare']",amit shah  coronavirus  corona covid 19  delhi
49,49,Girish Nair,@nairkgirish,2021-04-02T08:36:41.000Z,Maharashtra CM Uddhav Thackeray to address state at 8.30 pm. Get ready for more strict measures to contain the COVID-19 spread.,,,,,,[],https://twitter.com/nairkgirish/status/1377902795097993217,[],"['maharashtra', 'cm', 'uddhav', 'thackeray', 'address', 'state', 'pm', 'get', 'ready', 'strict', 'measure', 'contain', 'covid', 'spread']",
50,50,C Vikram Simhan,@vikramc16,2021-04-02T10:53:35.000Z,"Dump protocols and take a lift in a BJP candidate's car only to be stopped by alert locals and party workers 

Protocols are a joke in India !! 

Just like #Covid_19 protocols dumped during rallies but have to be followed at polling stations. ",,🤭 🤭,,,,[],https://twitter.com/vikramc16/status/1377937247920476162,['Covid_19'],"['dump', 'protocol', 'take', 'lift', 'bjp', 'candidates', 'car', 'stopped', 'alert', 'local', 'party', 'worker', 'protocol', 'joke', 'india', 'like', 'covid_', 'protocol', 'dumped', 'rally', 'followed', 'polling', 'station']",covid _ 19
51,51,PD,@pushpa0213,2021-04-02T20:08:31.000Z,"Durring COVId, marriage party gathering 100 plus, funeral 50, and poll campaign... Unlimited.",,,,,,[],https://twitter.com/pushpa0213/status/1378076901567176704,[],"['durring', 'covid', 'marriage', 'party', 'gathering', 'plus', 'funeral', 'poll', 'campaign', 'unlimited']",
52,52,Vivek Sharma,@VivekVs1963,2021-04-02T16:58:33.000Z,"Covid ! As the central leadership can  not see the threat ,vthe same way you all can't see the crowd. Jai Ho!","Quote Tweet
Reshma Alam
@reshma_alam9
 · Apr 2
Those who can't see the crowd go for eye check up .
0:16
204.9K views
Manipulated media",,,,,"['https://pbs.twimg.com/profile_images/1382369648948166658/85yRAxqt_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1377912990494720001/pu/img/F5TUxfp8vAWcIpxW?format=jpg&name=small']",https://twitter.com/VivekVs1963/status/1378029095863287808,[],"['covid', 'central', 'leadership', 'see', 'threat', 'vthe', 'way', 'cant', 'see', 'crowd', 'jai', 'ho']",
53,53,Abhijit_Ghosh,@BlackKn59506535,2021-04-02T02:25:53.000Z,"Hello 
@dmgbnagar
 where can we get our covid vaccine in Noida ?",,,,,,[],https://twitter.com/BlackKn59506535/status/1377809480440705024,[],"['hello', 'dmgbnagar', 'get', 'covid', 'vaccine', 'noida']",
54,54,lokesh singh,@reporterlokesh,2021-04-02T13:44:52.000Z,"Delhi reports 3,594 new COVID19 cases and 14 deaths in the last 24 hours. #Covid_19",,,,,,[],https://twitter.com/reporterlokesh/status/1377980351587385348,['Covid_19'],"['delhi', 'report', 'new', 'covid', 'case', 'death', 'last', 'hour', 'covid_']",covid _ 19
55,55,Anni Pandat0029,@PandatAnni,2021-04-02T12:46:56.000Z,"Mask distribution 
 #COVID19 #WearAMask
 @SumitRa15940256
 @InduSha76249705",,❤,1,,2,['https://pbs.twimg.com/media/Ex-EjjQVoAQxsPh?format=jpg&name=small'],https://twitter.com/PandatAnni/status/1377965772266381316,"['COVID19', 'WearAMask']","['mask', 'distribution', 'covid', 'wearamask', 'sumitra', 'indusha']",covid 19  wear a mask
56,56,Samta Kapur_Arora,@samtakapur,2021-04-02T06:24:07.000Z,"Directives by 
@PMOIndia
 on #COVID19 control are working in delhi. With now 
@OfficialSdmc
 sealing buildings even with 1 case. Looks like a case of achieving targets of creating Quarantine zones, as directed by centre with no thought. Causing public inconvenience",,,2,,,"['https://pbs.twimg.com/media/Ex8s6iLVgAIYSPs?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex8s8CBVcAAJF-o?format=jpg&name=360x360']",https://twitter.com/samtakapur/status/1377869432903462913,['COVID19'],"['directive', 'pmoindia', 'covid', 'control', 'working', 'delhi', 'officialsdmc', 'sealing', 'building', 'even', 'case', 'look', 'like', 'case', 'achieving', 'target', 'creating', 'quarantine', 'zone', 'directed', 'centre', 'thought', 'causing', 'public', 'inconvenience']",covid 19
57,57,Yogya Empowering,@YogyaEmpowering,2021-04-02T02:48:00.000Z,"Atleast the government can ensure reopening of colleges with adequate covid protocols following our safe and precautious culture of conducting massive political rallies in the pandemic.  Education in pandemic can surely be managed if these rallies can...... 
@manojkjhadu","Quote Tweet
Manoj Kumar Jha
@manojkjhadu
 · Apr 1
On behalf of the students, staff and faculty members of different colleges/universities..wrote a letter to Hon. @EduMinOfIndia urging him to reopen universities and colleges with adequate #Covid protocols in place. #reopendelhiuniversity",,,1,2,"['https://pbs.twimg.com/profile_images/1272564766041497600/WwWSGmw0_mini.jpg', 'https://pbs.twimg.com/media/Ex4lSt7VEAIjrSF?format=jpg&name=900x900']",https://twitter.com/YogyaEmpowering/status/1377815047452258304,[],"['atleast', 'government', 'ensure', 'reopening', 'college', 'adequate', 'covid', 'protocol', 'following', 'safe', 'precautious', 'culture', 'conducting', 'massive', 'political', 'rally', 'pandemic', 'education', 'pandemic', 'surely', 'managed', 'rally', 'manojkjhadu']",
